Date,Product,Category,Unit_Price,Quantity,Store,Total_Amount
2023-09-30,Bag,Electronics,27256,4,Chennai,109024
2023-08-19,Perfume,Accessories,47453,2,Pune,94906
2023-03-27,Watch,Electronics,42806,3,Delhi,128418
2023-05-06,Jeans,Fragrance,54410,4,Pune,217640
2023-10-27,Tshirt,Fragrance,14279,4,Chennai,57116
2023-01-25,Headphones,Electronics,44823,2,Kolkata,89646
2023-05-25,Tshirt,Footwear,42865,4,Kolkata,171460
2023-01-13,Mobile,Footwear,28628,4,Pune,114512
2023-07-31,Tshirt,Footwear,47675,2,Hyderabad,95350
2023-01-25,Mobile,Electronics,13167,2,Bangalore,26334
2023-03-09,Laptop,Footwear,59534,4,Hyderabad,238136
2023-03-08,Headphones,Accessories,26151,3,Pune,78453
2023-08-21,Tshirt,Fragrance,31579,1,Hyderabad,31579
2023-04-19,Laptop,Accessories,52195,4,Chennai,208780
2023-05-26,Jacket,Footwear,30827,4,Delhi,123308
2023-04-21,Watch,Accessories,8166,3,Hyderabad,24498
2023-08-16,Laptop,Footwear,15749,4,Chennai,62996
2023-04-21,Watch,Electronics,10985,4,Delhi,43940
2023-02-03,Tshirt,Accessories,23844,1,Kolkata,23844
2023-04-21,Perfume,Electronics,5751,1,Bangalore,5751
2023-09-21,Laptop,Electronics,21942,1,Pune,21942
2023-08-24,Headphones,Clothing,41616,2,Kolkata,83232
2023-03-24,Tshirt,Footwear,40254,2,Bangalore,80508
2023-02-11,Jeans,Fragrance,39170,1,Kolkata,39170
2023-04-11,Shoes,Footwear,31330,1,Mumbai,31330
2023-01-06,Laptop,Fragrance,58513,2,Kolkata,117026
2023-06-29,Headphones,Footwear,58529,3,Chennai,175587
2023-10-09,Jacket,Electronics,59645,4,Delhi,238580
2023-11-16,Jeans,Accessories,31173,4,Kolkata,124692
2023-08-14,Jacket,Accessories,58927,1,Hyderabad,58927
2023-11-11,Tshirt,Clothing,919,3,Bangalore,2757
2023-12-31,Shoes,Fragrance,33950,2,Kolkata,67900
2023-08-17,Laptop,Fragrance,25672,1,Delhi,25672
2023-10-16,Laptop,Fragrance,3942,3,Chennai,11826
2023-05-30,Perfume,Electronics,28301,3,Mumbai,84903
2023-10-04,Perfume,Fragrance,34364,3,Bangalore,103092
2023-07-17,Tshirt,Accessories,29590,2,Pune,59180
2023-03-11,Tshirt,Electronics,14422,2,Delhi,28844
2023-04-22,Shoes,Footwear,25120,4,Pune,100480
2023-01-04,Perfume,Fragrance,3195,4,Delhi,12780
2023-12-16,Headphones,Fragrance,56045,3,Delhi,168135
2023-11-27,Headphones,Footwear,50381,3,Chennai,151143
2023-11-14,Shoes,Fragrance,5666,2,Chennai,11332
2023-12-16,Headphones,Footwear,9011,4,Chennai,36044
2023-04-05,Mobile,Electronics,19896,3,Kolkata,59688
2023-06-01,Watch,Accessories,19093,4,Hyderabad,76372
2023-11-07,Shoes,Footwear,8499,4,Delhi,33996
2023-05-17,Shoes,Clothing,11017,3,Bangalore,33051
2023-09-04,Bag,Footwear,36491,2,Pune,72982
2023-08-31,Jeans,Fragrance,10511,3,Chennai,31533
2023-01-31,Jeans,Electronics,45850,3,Kolkata,137550
2023-02-09,Mobile,Electronics,23660,4,Chennai,94640
2023-08-17,Perfume,Footwear,57046,3,Pune,171138
2023-02-05,Tshirt,Accessories,21842,2,Pune,43684
2023-08-11,Tshirt,Clothing,31612,3,Delhi,94836
2023-01-06,Jacket,Electronics,45542,2,Chennai,91084
2023-11-18,Mobile,Fragrance,36735,2,Pune,73470
2023-08-08,Shoes,Fragrance,28547,4,Hyderabad,114188
2023-03-16,Mobile,Accessories,22657,1,Hyderabad,22657
2023-01-04,Mobile,Electronics,55688,1,Chennai,55688
2023-12-01,Mobile,Footwear,41345,4,Kolkata,165380
2023-05-14,Jeans,Fragrance,27991,3,Pune,83973
2023-04-28,Mobile,Accessories,12724,4,Delhi,50896
2023-04-04,Watch,Electronics,19152,2,Delhi,38304
2023-03-03,Tshirt,Electronics,22901,1,Kolkata,22901
2023-07-13,Jacket,Electronics,53071,4,Delhi,212284
2023-12-01,Watch,Electronics,18320,3,Mumbai,54960
2023-07-22,Jacket,Electronics,8455,4,Chennai,33820
2023-01-26,Bag,Fragrance,3883,1,Delhi,3883
2023-06-22,Jacket,Accessories,15815,4,Hyderabad,63260
2023-10-27,Tshirt,Electronics,37077,4,Pune,148308
2023-05-13,Tshirt,Clothing,20010,1,Bangalore,20010
2023-11-22,Mobile,Clothing,43478,2,Kolkata,86956
2023-04-28,Laptop,Accessories,24832,2,Bangalore,49664
2023-11-20,Bag,Footwear,18901,1,Delhi,18901
2023-10-02,Shoes,Footwear,5267,4,Bangalore,21068
2023-07-31,Headphones,Footwear,19053,1,Bangalore,19053
2023-08-13,Jacket,Clothing,20322,2,Mumbai,40644
2023-01-20,Laptop,Footwear,43763,3,Hyderabad,131289
2023-04-23,Mobile,Fragrance,9435,4,Kolkata,37740
2023-05-20,Jeans,Electronics,6022,2,Hyderabad,12044
2023-02-16,Shoes,Clothing,27713,4,Mumbai,110852
2023-01-01,Perfume,Accessories,27536,1,Mumbai,27536
2023-03-31,Laptop,Accessories,15814,3,Bangalore,47442
2023-05-22,Jeans,Electronics,44196,1,Chennai,44196
2023-11-16,Bag,Clothing,37512,3,Pune,112536
2023-02-07,Mobile,Footwear,40686,4,Pune,162744
2023-10-20,Shoes,Footwear,20631,4,Bangalore,82524
2023-05-19,Shoes,Fragrance,18360,1,Pune,18360
2023-12-22,Shoes,Fragrance,1496,3,Mumbai,4488
2023-11-29,Bag,Footwear,12597,3,Hyderabad,37791
